text,Loaded Language,Name calling/Labeling,Smears,Appeal to fear/prejudice,Black-and-white Fallacy/Dictatorship,Exaggeration/Minimisation,Slogans,Misrepresentation of Someone's Position (Straw Man),"Obfuscation, Intentional vagueness, Confusion",Presenting Irrelevant Data (Red Herring),Whataboutism,Causal Oversimplification,Appeal to authority,Flag-waving,Doubt,Thought-terminating cliché,Bandwagon,Reductio ad hitlerum,Repetition,Glittering generalities (Virtue)
"HOW MUCH LESS DIVERSE IS THE 2020 DEM FIELD FROM THE 2016 GOP FIELD?

WHITE
WHITE 
WHITE
WHITE 
WHITE
WHITE

CUBAN
BLACK
ORANGE
CUBAN/CANADIAN
WOOD
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"We weren't notified before the attack on Soleimani.

Neither was he.
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BERNIE, WE JUST PROMISED TO WITHHOLD AID FROM ISRAEL UNLESS THEY CHANGE THEIR STANCE ON GAZA

THATS QUID PRO QUO LIKE WHAT WERE ARE BLAMING TRUMP FOR AND WE JUST OPENLY DECLARED IT

DEMOCRAT VOTERS ARE TOO STUPID TO FIGURE IT OUT, RIGHT?
",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"LET ME GET THIS STRAIGHT

BIDEN BLACKMAILED UKRAINE WITH A BILLION IN TAX DOLLARS TO DROP AN INVESTIGATION INTO HIS SON AND DEMOCRATS WANT TO IMPEACH PRESIDENT TRUMP FOR SIMPLY ASKING IF IT WAS TRUE?
",1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"WHATS THE DIFFERENCE BETWEEN A LIBERAL AND A PUPPY?

AFTER A FEW WEEKS THE PUPPY QUITS WHINING

",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"THE CHOKER

",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"THE GUY TELLING US THE RUSSIANS HACKED THE ELECTION ALSO TOLD US THE NSA WAS NOT SPYING ON AMERICANS
",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"DOES THIS UPSET YOU?

THEN YOU'RE THE RACIST!

",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Do you agree with President Trump when he told Ilhan Omar she should GET OUT of America and said, ""You can't leave fast enough""
",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I Passed A Law In 1996 That Separates Kids From Parents Who Enter The U.S. Illegally...

I Enforced The Law He Passed For Two Terms..

Isn't It Hilarious That Democrats Are Demonizing Me For Enforcing THEIR Law!

",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AND THEN I TOLD THEM MY WIFE LIVES IN A GATED COMMUNITY!
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"l'll tell you what a Constitutional Crisis is:
22 million illegal aliens living in America & utilizing benefits they never contributed to & voting illegally.
Yes. 
THIS IS A REAL Constitutional Crisis
",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"OH! 
LOOK OVER THERE!
SMOKE SIGNALS!
IT SAYS YOU HAVE A 1/1024TH CHANCE OF BEING PRESIDENT
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"REMEMBER THAT THE SAME PEOPLE WHO TOLD YOU TRUMP WOULD START A NUCLEAR WAR..
ARE NOW THE SAME PEOPLE UPSET OVER PEACE.

",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"WE VOTED NOT GUILTY IN THE CLINTON IMPEACHMENT TRIAL AFTER THE FBI FOUND CLINTON'S DNA ON MONICA'S DRESS...
...WE DONT LET FBI FINDINGS INFLUENCE OUR VOTES!
",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"LIBERALS BE LIKE:
""TRUMP SPOKE IN FAVOR OF OXYGEN TODAY!""
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"EVERYTHING LIBERALS ARE OFFENDED BY

VOLUME ONE
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"IF HE WAS ALIVE TODAY HE WOULD #WALKAWAY FROM
TODAY'S DEMOCRATIC PARTY
",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ILLEGALS ALIENS COME BEFORE AMERICANS IN THE DEMOCRAT PARTY.

YOU OWN IT CHUCK!
#Schumershutdown
",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Donald J Trump puts up Halloween decorations inside the White House
SPOOKY AF
",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TOO BAD THERE ARE NO ELECTORAL VOTES IN THE STATE OF DENIAL
",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"UNARMED VICITM

ARMED VICTIM

ANY QUESTIONS?
",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THIS is What Happens AFTER They Take Away ALL of Your Guns!,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Its obvious I'm lying and I know that I am, but it's sexist for you to point it out or tell the truth!!!

GO LAY DOWN
",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"IF YOU DON'T VOTE FOR ME, I AINT BLACK.
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ON A POSITIVE NOTE

NOBODY HAS DIED OF 'OLD AGE' SINCE MARCH

",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"I MAY BE RUNNING FOR VP BUT Y'ALL KNOW DAMN WELL IM IN CHARGE & IM COMIN 4 YOUR GUNS

",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hold on to your rifles. 
Their magic must be very powerful or politicians wouldn't want them so badly.

",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"THE ONLY REASON WHY THE GOVERNMENT WOULD WANT TO DISARM YOU AFTER 243 YEARS IS BECAUSE THEY INTEND TO DO SOMETHING THAT YOU WOULD SHOOT THEM FOR
",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The Police are the enemy!

Absolutely Defund Them.

Words only a criminal would say!

ВАСK the BLUE

TRUMP 2020 
KEEP AMERICA GREAT

",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"LIAR LIAR 2020
Remake Staring Joe Biden

I'M KICKIN' MY ASS
DO YA MIND!

",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Peaceful Protesters: ""We're getting blamed for the actions of violent looters!""

Gun owners:
-First time?
",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"This is my trade deal for your mandatory vaccine.

F@$k your 6ft
",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ME WAITING FOR THAT MANDATORY VACCINATION
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"WE HAVE UNFORTUNATELY REACHED THE POINT...
... TO WHERE THESE ARE THE ONLY VOTES THAT WILL MAKE ANY REAL DIFFERENCE
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"238 years ago we froze and starved in order to defeat the largest military force on earth to build a free nation
And you surrendered it because you're afraid of getting sick
",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"GUN CONTROL

IT ONLY ENDS WELL FOR THOSE WHO CONTROL THE GUNS
",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"LIBERALS SAY, ""IF CONFISCATING ALL GUNS SAVES JUST ONE LIFE, IT WILL BE WORTH IT.""

WELL THEN IF DEPORTING ALL ILLEGAL ALIENS SAVES JUST ONE LIFE, WOULDN'T THAT BE WORTH IT?
",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"THERE'S A REASON YOU SEPARATE MILITARY AND THE POLICE

One fights the enemies of the state, the other serves and protects the people.
When the military becomes both, then the enemies of
the state tend to become the people.
",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"HEALTHCARE IS A RIGHT AND THE GOVERNMENT SHOULD PAY FOR IT

GUNS ARE A RIGHT, SHOULD THE GOVERNMENT PAY FOR THEM TOO?
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"AMERICA WAS FOUNDED BY TOUGH HELL-RAISERS.
Rugged citizens who evaded taxes, spoke strongly against tyranny, grew tobacco, brewed beer and spirits, and smuggled weapons. 
And it will be saved only by those same types of citizens.
",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANTI-TRUMPERS JUNE 2019
TRUMP IS WEAK FOR NOT STARTING A WAR WITH IRAN

ANTI-TRUMPERS JANUARY 2020
TRUMP IS TRYING TO START A WAR WITH IRAN

",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"HEY NANCY, YEAH ITS ME ADAM
CALL SOROS, I NEED TO ORDER A SCHOOL SHOOTING, THIS IMPEACHMENT HEARING B.S. JUST BLEW UP IN OUR FACES. 
WE NEED A DISTRACTION.

",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CONTROL EDUCATION,
CONTROL THEIR MINDS.

CONTROL HEALTHCARE,
CONTROL THEIR BODIES.

CONTROL THE MEDIA,
CONTROL THEIR THOUGHTS.

CONTROL THE VOTES,
CONTROL THEIR LIVES.

THOSE WE CAN'T CONTROL
WE MUST DESTROY.

",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"SAYING THAT GUNS CAUSE MURDERS IS LIKE SAYING STEERING WHEELS CAUSE CAR WRECKS""

",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"While the Virginia governor credits his extra police force for the total lack of violence... 
he forgets his forces were outnumbered and out armed HUNDREDS to 1.
If the citizens wanted violence they would have done it.

",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"HI, MY TV KEEPS MAKING THIS REPETITIVE WHINING NOISE. 
I WAS WONDERING IF YOU COULD HELP ME?

THAT'S PROBABLY JUST ADAM SCHIFF MA'AM. 
TRY TURNING OFF THE IMPEACHMENT TRIAL.
",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SAYING YOU ARE A PATRIOT IS NOT ENOUGH

YOU HAVE TO BE ONE

",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MY PARENTS WERE KILLED AS A RESULT OF A GUN FREE ZONE.

I CARRIED A GUN AT ALL TIMES TILL IT WAS MADE A FELONY TO CARRY IN CERTAIN AREAS. 
A MAN WITH A GUN STARTED SHOOTING PEOPLE...
I HAD THE PERFECT SHOT BUT WAS DISARMED BY LAWS.

",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"“To conquer a nation, First disarm it's citizens""
- Adolf Hitler, I933
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""QUITE FRANKLY, HAVING ADAM SCHIFF LECTURE THE SENATE ABOUT FAIRNESS AND DUE PROCESS IS LIKE LISTENING TO AN ARSONIST TALK ABOUT FIRE PREVENTION

SENATOR LINDSEY GRAHAM
",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"IT'S NOT JUST THAT I CARE ABOUT MY RIGHT TO OWN A GUN AND PROTECT MY FAMILY
IT'S ALSO THAT I QUESTION YOUR MOTIVATION FOR TRYING TO STOP ME FROM BEING ABLE TO DO IT
",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CA
NY
CA
NY
CA
NY

WHY WE HAVE THE ELECTORAL COLLEGE
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"My greatest wish right now is for Trump to get better and donate plasma so a treatment can be developed and the libs can be saved by Trump's blood
",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DEMENTIA MY ASS !

I'VE ALWAYS BEEN THIS DUMB !
",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"JOE BIDEN PREPARING FOR THE DEBATE WITH TRUMP

",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I was raped by Amy Coney Barrett

CNN",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"42 days until not my president, season 2 starts

I love that show
",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Check out @Target's new uniform.
I'm officially never shopping there again.


",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Losers can keep watching sweaty NFL thugs supporting rapists and BLM.

Il stick to watching the gorgeous babes playing beach volleyball.
",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Select all the squares with peaceful protests.
",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DREW BREES WENT FROM SAYING HE WOULD NEVER KNEEL FOR THE ANTHEM, TO WEARING THE NAME OF A MAN WHO SEXUALLY ASSAULTED A WOMAN. 
THIS IS BOWING TO THE MOB. 
THIS IS A COWARD.

",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Is this even slightly appropriate in a public school?
Let's talk, because this has become a pervasive issue affecting our kids...

BLACK LIVES MATTER
",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"She's like a beautiful Tiger in the wild. 
Gorgeous.
Piss her off by challenging her intelligence, and you'll see what terror really is.

",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"VOTE JOE AND THE HO
2020

",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WHEN NOBODY KNEW WHO YOU WERE UNTIL YOU GOT ON YOUR KNEES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SO, KAMALA VOTED TO CONVICT TRUMP FOR THE CRIME THAT JOE BRAGGED HE COMMITTED?
",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"BIDEN CHOOSES KAMALA HARRIS TO LOSE ELECTION WITH HIM!
",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I HAD THEM BELIEVING I'M AN INDIAN

THAT'S NOTHING, LIZ. 
THEY THINK I'M AFRICAN-AMERICAN.

",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GOVERNMENT HAS FAILED YOU!

I'VE BEEN IN GOVERNMENT 49 YEARS!
",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"WE HAVE HILLARY'S 30K EMAILS

LETS OPEN ONE...",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"WHEN YOU INSULT TRUMP

YOU INSULT 65 MILLION AMERICANS
",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"OVER MY DEAD BODY WILL TRUMP WIN A SECOND TERM.
",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"YOUR SUFFERING IS NOT MY PROBLEM!

YOU GET NOTHING, UNTIL I GET WHAT I WANT!
",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Trying to find the part in the Constitution about death bed wishes.
",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ONE LIFE TAKEN
RUTH BADER GINSBURG

BILLION LIVES SAVED
",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""ONLY MAKE THE VACCINE IN SUPPOSITORY FORM.
I WANT THE DEMOCRATS TO SHOVE IT UP THEIR ASSES.""
",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GOOD JOB RAPIST

VISITS JACOBS BUT NOT THE TWO OFFICERS THAT WERE SHOT

",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DEMOCRATS THINK HATING THEIR OWN COUNTRY IS A GOOD CAMPAIGN STRATEGY.

",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"I endorse you, Joe

Hey! Thanks 0.J.

",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"You can either vote for the man that bangs pornstars and supermodels or vote for the man that gropes, feels up and sniffs little girls
",1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Who wants to see this become a reality?
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"IMPOSTER

Everything this man has told you about himself:
His birth certificate, his SS#, his schooling, his commitment to the well being of this country, his religion....everthing....is a lie.
",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I am going to be the first President in History to put a person that committed treason in Jail... Obama!
",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"NEVER FORGET WHAT THEY DID TO THIS MAN.
WE OWE THE LEFT NOTHING.
FILL THE SEAT.
",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CNN REPORTS:

RECORD 15,000 SUBMARINES (SHOWN HERE) SHOWED
UP IN SUPPORT OF JOE BIDEN. 
THIS HAS TO BE TROUBLING FOR THE TRUMP CAMPAIGN.

",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"WHENEVER I THINK I HAVE HAD A HORRIBLE DAY AT WORK, I REMIND MYSELF THAT NANCY PELOSI HAS A GYNECOLOGIST",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BEST TRADE EVER!
",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I DON'T ALWAYS GET IMPEACHED

BUT WHEN I DO, I GET NOMINATED FOR 2 NOBEL PEACE PRIZES AND GET REELECTED
",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Joe Biden's teleprompter is bigger than his audience

",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"NEVER FORGET

KAMALA HARRİS HAS PROVEN THAT SHE WILL DESTROY INNOCENT PEOPLE AND GOOD FAMILIES TO ADVANCE HER AGENDA
",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hey Nancy, where exactly is that salon?

",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DANCE My Bitches Dance
",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"THEY LAUGHED WHEN I SAID THAT I will drain the swamp

THEY'RE NOT LAUGHING NOW !!
",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MAINSTREAM MEDIA

JOE BIDEN'S CAMPAIGN
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHRIS WALLACE

BIAS LIBERAL",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CRY ALL YOU WANT

HE'S DOING EXACTLY WHAT I HIRED HIM FOR...
",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
THIS IS WHAT STAGE 4 TRUMP DERANGEMENT SYNDROME LOOKS LIKE!,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
